                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.45758,                0.49036,                0.78763,                0.90327,                0.85305,                0.92565,                0.85502,                 0.4406,                0.46052,                 0.7852,             8.7385e-05,             8.7385e-05,             8.7385e-05
                     51,                0.46391,                0.49299,                0.78807,                0.90021,                0.87043,                 0.9307,                0.85825,                0.43818,                0.44223,                0.78501,             8.4637e-05,             8.4637e-05,             8.4637e-05
                     52,                 0.4564,                0.48121,                0.78621,                0.91681,                0.84876,                0.92719,                0.85573,                0.43607,                0.45333,                0.78419,              8.189e-05,              8.189e-05,              8.189e-05
                     53,                0.45883,                0.48133,                0.78533,                0.91209,                0.86096,                0.92903,                0.85886,                0.43641,                   0.45,                0.78413,             7.9143e-05,             7.9143e-05,             7.9143e-05
                     54,                0.45355,                0.47115,                0.78514,                0.89354,                0.85079,                0.92258,                0.85283,                 0.4392,                0.46228,                0.78451,             7.6396e-05,             7.6396e-05,             7.6396e-05
                     55,                0.45276,                0.46844,                0.78499,                0.90695,                0.86274,                0.92841,                0.85815,                0.43671,                0.44182,                0.78388,             7.3649e-05,             7.3649e-05,             7.3649e-05
                     56,                0.45514,                0.46551,                0.78654,                0.92178,                0.85694,                0.93186,                0.86166,                0.43641,                0.43608,                0.78393,             7.0901e-05,             7.0901e-05,             7.0901e-05
                     57,                 0.4542,                0.46472,                0.78529,                0.92581,                0.86195,                0.93275,                0.86405,                0.43403,                0.43603,                  0.784,             6.8154e-05,             6.8154e-05,             6.8154e-05
                     58,                0.44878,                0.46056,                 0.7854,                0.92798,                0.85892,                0.93361,                0.86278,                0.43444,                0.43319,                0.78426,             6.5407e-05,             6.5407e-05,             6.5407e-05
                     59,                0.44524,                0.45867,                0.78589,                0.92202,                0.86591,                0.93161,                0.85919,                0.43766,                0.43964,                 0.7844,              6.266e-05,              6.266e-05,              6.266e-05
                     60,                0.44217,                0.45189,                0.78546,                0.91631,                0.86998,                0.93229,                0.86062,                0.43463,                0.43151,                 0.7849,             5.9912e-05,             5.9912e-05,             5.9912e-05
                     61,                0.44504,                0.45344,                0.78464,                0.91203,                0.87753,                0.93407,                0.86328,                0.43301,                0.43172,                0.78317,             5.7165e-05,             5.7165e-05,             5.7165e-05
