                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.81543,                 2.5935,                0.83832,                0.35429,                0.45416,                0.39297,                0.33791,                 0.6127,                 1.2677,                0.81079,              0.0033272,              0.0033272,              0.0033272
                      2,                0.73374,                  1.181,                0.82955,                0.80275,                0.80101,                0.85462,                0.75084,                0.56012,                0.69357,                 0.8093,              0.0065946,              0.0065946,              0.0065946
                      3,                0.72689,                0.87245,                0.82924,                 0.8981,                0.85426,                0.93314,                0.81978,                0.54708,                0.56342,                0.80707,               0.009796,               0.009796,               0.009796
                      4,                0.66238,                0.71874,                0.81894,                0.93708,                0.90649,                0.96335,                0.86948,                 0.4821,                0.45915,                0.79246,               0.009703,               0.009703,               0.009703
                      5,                0.59868,                0.60606,                0.80814,                0.94481,                0.91588,                0.96913,                0.88298,                0.45851,                0.42325,                0.79057,               0.009604,               0.009604,               0.009604
                      6,                0.56041,                0.53932,                0.80255,                0.95709,                 0.9304,                0.97495,                0.89939,                0.42409,                0.37368,                0.78654,               0.009505,               0.009505,               0.009505
                      7,                0.53532,                0.49084,                0.79862,                0.96612,                0.93766,                0.97985,                0.90897,                0.41415,                0.35345,                0.78378,               0.009406,               0.009406,               0.009406
                      8,                 0.5148,                0.45744,                 0.7958,                0.96511,                0.93855,                0.97976,                0.91609,                0.39705,                0.34453,                0.78101,               0.009307,               0.009307,               0.009307
                      9,                0.49958,                0.43221,                 0.7943,                0.96947,                 0.9406,                0.98076,                0.91914,                0.39315,                0.33433,                0.78223,               0.009208,               0.009208,               0.009208
                     10,                0.48638,                0.41663,                0.79308,                0.97188,                0.94683,                0.98283,                 0.9231,                0.38415,                0.32059,                 0.7799,               0.009109,               0.009109,               0.009109
                     11,                0.47754,                0.40119,                0.79157,                0.96973,                0.94646,                0.98319,                0.92766,                0.37067,                0.31061,                0.77847,                0.00901,                0.00901,                0.00901
                     12,                0.46776,                0.39108,                0.79041,                0.97494,                0.95146,                 0.9847,                0.93168,                0.36415,                0.29091,                0.77748,               0.008911,               0.008911,               0.008911
                     13,                0.46129,                0.38378,                0.78935,                0.97766,                0.95321,                 0.9854,                0.93402,                0.36097,                0.29288,                0.77762,               0.008812,               0.008812,               0.008812
                     14,                0.45086,                0.37011,                0.78821,                0.97883,                 0.9534,                0.98571,                0.93635,                0.35353,                0.28933,                0.77677,               0.008713,               0.008713,               0.008713
                     15,                0.44707,                 0.3659,                0.78803,                0.97875,                0.95765,                0.98677,                0.94112,                 0.3511,                0.28821,                0.77682,               0.008614,               0.008614,               0.008614
                     16,                0.43845,                0.35557,                0.78682,                0.98182,                0.96205,                 0.9877,                0.94197,                0.34574,                 0.2696,                0.77598,               0.008515,               0.008515,               0.008515
                     17,                0.43619,                0.35381,                0.78661,                0.98064,                0.96053,                0.98765,                0.94593,                0.33729,                0.27225,                0.77529,               0.008416,               0.008416,               0.008416
