                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.23312,                 0.1833,                0.77118,                0.97641,                0.91555,                0.96321,                0.94062,                0.42343,                0.72445,                0.78976,              0.0033269,              0.0033269,              0.0033269
                      2,                0.25531,                0.20178,                0.77349,                0.97864,                0.92256,                0.96715,                0.94585,                 0.4363,                0.68696,                0.79464,              0.0065943,              0.0065943,              0.0065943
                      3,                 0.2837,                0.22243,                0.77641,                0.96994,                 0.9148,                 0.9621,                0.93283,                0.43077,                0.68528,                0.79851,              0.0097957,              0.0097957,              0.0097957
                      4,                0.30792,                0.25206,                 0.7802,                0.97293,                0.91581,                0.96463,                0.93812,                0.43724,                0.64028,                0.79807,               0.009703,               0.009703,               0.009703
                      5,                0.30686,                 0.2556,                0.78022,                0.96483,                 0.9156,                 0.9598,                0.93211,                0.44668,                0.67562,                0.80391,               0.009604,               0.009604,               0.009604
                      6,                0.30649,                 0.2553,                0.77953,                0.97185,                0.91846,                0.96314,                0.93761,                0.43212,                0.69114,                0.79637,               0.009505,               0.009505,               0.009505
                      7,                0.30529,                0.25807,                0.77982,                0.96785,                0.91069,                0.96045,                0.93051,                0.44757,                0.68058,                0.80086,               0.009406,               0.009406,               0.009406
                      8,                0.30475,                0.25581,                 0.7795,                0.97008,                0.91129,                0.95843,                0.92675,                0.45721,                0.66899,                0.80144,               0.009307,               0.009307,               0.009307
                      9,                0.30299,                0.25518,                0.77916,                0.97495,                0.91763,                0.96412,                0.93935,                0.42828,                0.63849,                0.79544,               0.009208,               0.009208,               0.009208
                     10,                0.30135,                0.25364,                0.77931,                0.97012,                 0.9121,                0.96229,                0.93159,                0.45265,                0.64503,                0.79901,               0.009109,               0.009109,               0.009109
                     11,                0.30072,                0.25377,                0.77936,                0.97301,                0.91837,                0.96467,                0.93679,                0.43458,                0.60472,                0.79625,                0.00901,                0.00901,                0.00901
                     12,                0.29948,                 0.2536,                0.77897,                0.97302,                0.92379,                0.96528,                0.93947,                0.42947,                0.64198,                0.79298,               0.008911,               0.008911,               0.008911
                     13,                0.29765,                0.25127,                0.77858,                0.97529,                0.91708,                0.96433,                0.93748,                0.44353,                0.67764,                0.79777,               0.008812,               0.008812,               0.008812
                     14,                0.29838,                0.25124,                0.77885,                 0.9809,                0.92298,                 0.9661,                0.93994,                0.43599,                0.62958,                0.79857,               0.008713,               0.008713,               0.008713
                     15,                0.29778,                0.25247,                0.77914,                 0.9763,                0.92434,                0.96603,                0.94181,                0.43157,                0.66185,                0.79519,               0.008614,               0.008614,               0.008614
                     16,                 0.2952,                 0.2482,                0.77844,                0.98034,                0.92224,                0.96612,                0.94066,                0.42309,                0.65675,                0.79409,               0.008515,               0.008515,               0.008515
                     17,                0.29475,                 0.2503,                0.77885,                0.97908,                0.92369,                0.96762,                0.94443,                0.42466,                0.65022,                0.79452,               0.008416,               0.008416,               0.008416
                     18,                0.29287,                0.24792,                0.77792,                 0.9739,                0.91763,                0.96414,                0.93927,                0.42583,                0.63033,                0.79454,               0.008317,               0.008317,               0.008317
                     19,                0.29211,                0.24737,                0.77793,                0.98054,                0.92241,                0.96642,                0.94125,                0.43651,                0.61401,                0.79877,               0.008218,               0.008218,               0.008218
                     20,                0.29088,                0.24558,                 0.7783,                0.97868,                0.92339,                0.96622,                0.94349,                0.42823,                0.64644,                0.79809,               0.008119,               0.008119,               0.008119
                     21,                0.29093,                0.24411,                0.77775,                0.97387,                0.92915,                0.96876,                0.94636,                0.42066,                0.61114,                 0.7933,                0.00802,                0.00802,                0.00802
                     22,                0.28937,                0.24371,                0.77776,                0.97443,                0.92702,                0.96656,                0.94435,                0.41733,                0.63882,                0.79076,               0.007921,               0.007921,               0.007921
                     23,                0.28908,                0.24319,                0.77752,                0.97795,                0.92755,                0.96737,                0.94619,                0.42402,                0.64756,                0.79775,               0.007822,               0.007822,               0.007822
                     24,                0.28784,                0.24212,                0.77784,                0.97946,                0.92306,                0.96717,                 0.9452,                0.42514,                0.64936,                0.79614,               0.007723,               0.007723,               0.007723
                     25,                0.28634,                0.24027,                0.77727,                0.97569,                0.92579,                0.96678,                 0.9447,                0.41823,                0.62006,                0.79501,               0.007624,               0.007624,               0.007624
                     26,                0.28595,                0.24042,                0.77775,                0.97843,                0.92554,                0.96784,                0.94638,                0.41964,                0.63577,                0.79647,               0.007525,               0.007525,               0.007525
                     27,                0.28411,                0.23987,                0.77774,                0.97774,                0.92632,                0.96772,                0.94524,                0.42062,                0.61307,                0.79654,               0.007426,               0.007426,               0.007426
                     28,                0.28424,                0.24109,                 0.7772,                0.98135,                0.92878,                 0.9688,                0.94826,                0.41572,                0.61962,                0.79602,               0.007327,               0.007327,               0.007327
                     29,                0.28425,                0.23854,                0.77693,                0.98247,                0.92483,                0.96842,                 0.9467,                0.41575,                0.61285,                0.79255,               0.007228,               0.007228,               0.007228
                     30,                0.28211,                0.23756,                0.77684,                0.98465,                0.92493,                0.96781,                0.94809,                0.41343,                 0.6308,                 0.7946,               0.007129,               0.007129,               0.007129
                     31,                0.28161,                0.23654,                0.77671,                0.97863,                0.92803,                0.96819,                0.94734,                0.41593,                 0.6329,                0.79474,                0.00703,                0.00703,                0.00703
                     32,                0.28046,                0.23541,                0.77696,                0.97858,                0.92892,                0.96878,                 0.9484,                0.41787,                0.61719,                0.79789,               0.006931,               0.006931,               0.006931
                     33,                0.27907,                0.23321,                0.77659,                0.97945,                0.92988,                0.96888,                  0.949,                0.41297,                0.63009,                0.79246,               0.006832,               0.006832,               0.006832
                     34,                0.27882,                0.23396,                0.77667,                0.97852,                0.92913,                0.96816,                0.94782,                 0.4174,                0.62821,                0.79628,               0.006733,               0.006733,               0.006733
                     35,                0.27806,                0.23225,                0.77647,                0.98118,                0.92939,                0.96909,                0.94874,                 0.4182,                 0.6237,                0.79618,               0.006634,               0.006634,               0.006634
                     36,                0.27748,                0.23258,                0.77631,                0.98439,                0.92708,                0.96972,                0.94989,                0.41602,                0.59645,                0.79624,               0.006535,               0.006535,               0.006535
                     37,                0.27492,                0.23058,                0.77581,                0.97776,                0.93143,                 0.9693,                 0.9501,                0.41668,                0.61752,                0.79517,               0.006436,               0.006436,               0.006436
                     38,                0.27513,                0.22924,                0.77643,                0.98021,                0.92876,                0.96965,                0.95031,                0.41385,                 0.5996,                 0.7938,               0.006337,               0.006337,               0.006337
                     39,                0.27465,                0.22951,                0.77665,                0.98307,                 0.9268,                0.96961,                0.95001,                  0.417,                0.61678,                0.79372,               0.006238,               0.006238,               0.006238
                     40,                 0.2721,                0.22755,                0.77539,                0.98333,                 0.9294,                0.97017,                0.95064,                0.41974,                 0.6166,                0.79561,               0.006139,               0.006139,               0.006139
                     41,                 0.2738,                0.22827,                0.77646,                0.98324,                0.92877,                0.96987,                0.95069,                0.41822,                0.63286,                0.79319,                0.00604,                0.00604,                0.00604
                     42,                0.27142,                 0.2272,                0.77611,                0.98071,                0.93026,                0.96975,                0.95095,                0.41115,                0.61865,                0.79185,               0.005941,               0.005941,               0.005941
                     43,                0.27066,                0.22739,                0.77585,                0.97925,                0.93289,                0.96948,                0.95029,                0.41604,                0.63766,                0.79128,               0.005842,               0.005842,               0.005842
                     44,                0.26992,                0.22536,                0.77558,                0.98388,                0.92784,                0.96976,                0.95051,                0.41569,                0.62718,                 0.7924,               0.005743,               0.005743,               0.005743
                     45,                0.26867,                0.22464,                 0.7752,                0.98514,                0.92775,                0.96986,                0.95043,                0.41466,                0.61429,                 0.7924,               0.005644,               0.005644,               0.005644
                     46,                0.26834,                0.22269,                0.77526,                0.98419,                0.92787,                0.96973,                0.95016,                0.41662,                0.62022,                0.79311,               0.005545,               0.005545,               0.005545
                     47,                0.26617,                 0.2215,                0.77483,                0.98292,                0.92873,                0.96986,                0.95041,                0.41534,                0.62551,                0.79311,               0.005446,               0.005446,               0.005446
                     48,                0.26628,                 0.2213,                0.77527,                0.98285,                0.92907,                0.97001,                 0.9508,                0.41715,                0.62377,                0.79504,               0.005347,               0.005347,               0.005347
                     49,                0.26616,                0.22177,                0.77509,                0.98379,                0.92831,                0.96999,                0.95089,                0.41774,                0.62619,                0.79536,               0.005248,               0.005248,               0.005248
                     50,                0.26458,                0.21881,                 0.7753,                0.98367,                0.92846,                0.96957,                0.95079,                0.41385,                 0.6293,                 0.7959,               0.005149,               0.005149,               0.005149
                     51,                0.26469,                0.21925,                0.77461,                0.98207,                0.92953,                0.96974,                0.95126,                0.41405,                0.62431,                0.79621,                0.00505,                0.00505,                0.00505
                     52,                0.26266,                0.21779,                0.77463,                0.98278,                0.92971,                0.97007,                0.95153,                0.41508,                0.62482,                0.79627,               0.004951,               0.004951,               0.004951
                     53,                0.26283,                0.21914,                0.77494,                0.98247,                0.93001,                0.97024,                0.95174,                0.41411,                0.62509,                0.79572,               0.004852,               0.004852,               0.004852
                     54,                0.26291,                0.21814,                0.77493,                0.98425,                0.92831,                 0.9703,                0.95197,                0.41363,                0.62698,                0.79575,               0.004753,               0.004753,               0.004753
                     55,                0.26141,                0.21619,                0.77478,                0.98365,                0.92905,                0.97036,                 0.9521,                0.41326,                0.62633,                0.79554,               0.004654,               0.004654,               0.004654
                     56,                0.25959,                0.21445,                 0.7747,                0.98164,                0.93041,                0.97036,                0.95234,                0.41258,                0.62514,                0.79562,               0.004555,               0.004555,               0.004555
                     57,                0.25915,                 0.2143,                0.77436,                0.98041,                0.93162,                0.97035,                 0.9524,                0.41187,                 0.6215,                0.79586,               0.004456,               0.004456,               0.004456
                     58,                0.25851,                0.21294,                0.77407,                0.98391,                0.92998,                0.97043,                0.95252,                0.41218,                  0.621,                  0.796,               0.004357,               0.004357,               0.004357
                     59,                0.25849,                0.21246,                0.77417,                0.98348,                0.93062,                0.97056,                0.95251,                0.41192,                0.61796,                0.79583,               0.004258,               0.004258,               0.004258
                     60,                0.25719,                 0.2121,                0.77436,                0.98335,                0.93108,                0.97061,                 0.9526,                0.41132,                0.61664,                0.79534,               0.004159,               0.004159,               0.004159
                     61,                0.25558,                0.21137,                0.77472,                0.98318,                0.93093,                0.97057,                0.95263,                0.41108,                 0.6161,                0.79515,                0.00406,                0.00406,                0.00406
                     62,                0.25567,                0.21076,                0.77411,                0.98239,                0.93144,                0.97055,                0.95258,                0.41128,                0.61768,                0.79517,               0.003961,               0.003961,               0.003961
                     63,                0.25395,                0.20961,                0.77364,                0.98258,                0.93153,                0.97055,                0.95277,                0.41063,                0.61798,                0.79514,               0.003862,               0.003862,               0.003862
                     64,                0.25315,                0.20829,                0.77339,                0.98108,                0.93271,                0.97059,                 0.9528,                0.41081,                0.61771,                0.79521,               0.003763,               0.003763,               0.003763
                     65,                0.25287,                0.20757,                0.77373,                 0.9789,                0.93485,                0.97054,                0.95285,                0.41112,                0.61879,                0.79515,               0.003664,               0.003664,               0.003664
                     66,                0.25106,                0.20509,                0.77402,                0.97866,                 0.9349,                0.97059,                0.95304,                 0.4103,                0.61945,                 0.7951,               0.003565,               0.003565,               0.003565
                     67,                0.25004,                0.20407,                0.77337,                0.97839,                0.93532,                 0.9706,                0.95317,                0.40952,                0.61965,                0.79477,               0.003466,               0.003466,               0.003466
                     68,                0.24956,                0.20421,                0.77355,                0.97832,                0.93538,                0.97057,                0.95319,                0.40974,                 0.6201,                0.79479,               0.003367,               0.003367,               0.003367
                     69,                0.24892,                0.20289,                0.77312,                0.97976,                0.93373,                0.97058,                0.95318,                0.40936,                0.62087,                0.79484,               0.003268,               0.003268,               0.003268
                     70,                0.24776,                0.20161,                0.77331,                0.98031,                0.93328,                0.97066,                0.95331,                0.40986,                0.62159,                0.79496,               0.003169,               0.003169,               0.003169
                     71,                0.24714,                0.20112,                0.77299,                0.97951,                0.93387,                0.97064,                0.95327,                0.40995,                0.62223,                0.79508,                0.00307,                0.00307,                0.00307
                     72,                0.24678,                0.20084,                0.77307,                0.97923,                0.93452,                0.97066,                0.95338,                0.41027,                0.62302,                0.79513,               0.002971,               0.002971,               0.002971
                     73,                0.24543,                0.19885,                 0.7729,                0.97883,                0.93497,                0.97065,                0.95334,                0.41042,                0.62426,                0.79528,               0.002872,               0.002872,               0.002872
                     74,                 0.2444,                0.19788,                 0.7728,                0.97844,                0.93523,                0.97064,                0.95343,                0.41058,                0.62679,                0.79525,               0.002773,               0.002773,               0.002773
                     75,                0.24343,                0.19632,                 0.7726,                0.97857,                0.93513,                0.97063,                0.95346,                0.41041,                0.62556,                0.79536,               0.002674,               0.002674,               0.002674
                     76,                0.24397,                0.19674,                0.77292,                0.97811,                 0.9355,                0.97063,                 0.9535,                0.41013,                 0.6247,                0.79527,               0.002575,               0.002575,               0.002575
                     77,                0.24092,                0.19522,                0.77225,                0.97822,                0.93543,                0.97068,                0.95361,                 0.4102,                0.62593,                0.79523,               0.002476,               0.002476,               0.002476
                     78,                0.24096,                0.19347,                0.77258,                 0.9789,                0.93479,                0.97065,                0.95358,                0.41001,                0.62621,                0.79522,               0.002377,               0.002377,               0.002377
                     79,                0.23983,                0.19321,                0.77232,                0.97908,                0.93452,                0.97066,                0.95365,                0.41011,                0.62632,                0.79523,               0.002278,               0.002278,               0.002278
                     80,                0.23885,                0.19201,                0.77202,                0.97839,                0.93523,                0.97063,                0.95367,                0.41012,                0.62769,                0.79531,               0.002179,               0.002179,               0.002179
                     81,                0.23786,                0.19145,                0.77265,                0.97877,                0.93492,                0.97058,                0.95363,                0.41056,                0.62975,                0.79546,                0.00208,                0.00208,                0.00208
                     82,                 0.2368,                0.18875,                0.77177,                0.97842,                 0.9353,                0.97057,                0.95366,                0.41045,                0.63062,                0.79546,               0.001981,               0.001981,               0.001981
                     83,                 0.2365,                0.18916,                0.77192,                0.97858,                0.93515,                0.97065,                0.95377,                0.41056,                0.63089,                0.79547,               0.001882,               0.001882,               0.001882
                     84,                0.23617,                0.18835,                0.77166,                0.97925,                0.93441,                0.97061,                0.95383,                0.41076,                0.63255,                0.79557,               0.001783,               0.001783,               0.001783
                     85,                0.23413,                0.18542,                0.77137,                0.97904,                0.93463,                 0.9706,                0.95378,                0.41058,                0.63313,                 0.7956,               0.001684,               0.001684,               0.001684
                     86,                0.23314,                0.18482,                0.77163,                0.97939,                0.93422,                0.97055,                0.95378,                0.41075,                0.63417,                0.79564,               0.001585,               0.001585,               0.001585
                     87,                 0.2319,                0.18295,                0.77159,                0.97957,                0.93402,                0.97057,                0.95393,                0.41067,                0.63447,                0.79568,               0.001486,               0.001486,               0.001486
                     88,                0.23124,                0.18353,                0.77138,                0.97988,                0.93396,                0.97061,                  0.954,                0.41093,                0.63611,                0.79567,               0.001387,               0.001387,               0.001387
                     89,                0.22965,                0.18042,                0.77146,                0.98166,                0.93234,                0.97059,                0.95397,                0.41091,                 0.6371,                0.79575,               0.001288,               0.001288,               0.001288
                     90,                 0.2285,                0.17906,                0.77096,                0.98084,                0.93314,                0.97064,                0.95405,                0.41112,                0.63851,                0.79573,               0.001189,               0.001189,               0.001189
                     91,                0.20419,                0.15455,                0.76657,                0.98034,                0.93367,                 0.9707,                0.95421,                0.41125,                0.63943,                0.79577,                0.00109,                0.00109,                0.00109
                     92,                0.20129,                 0.1514,                0.76542,                0.98036,                 0.9337,                0.97074,                0.95448,                0.41068,                0.63974,                0.79576,               0.000991,               0.000991,               0.000991
                     93,                0.19801,                0.14807,                 0.7656,                0.98053,                0.93346,                0.97078,                0.95452,                0.41031,                 0.6415,                0.79562,               0.000892,               0.000892,               0.000892
                     94,                0.19607,                0.14609,                0.76485,                0.98006,                0.93423,                0.97077,                0.95462,                0.41007,                 0.6415,                0.79559,               0.000793,               0.000793,               0.000793
                     95,                0.19425,                0.14396,                0.76549,                0.98004,                0.93417,                0.97076,                0.95468,                0.40953,                0.64297,                0.79555,               0.000694,               0.000694,               0.000694
                     96,                0.19269,                0.14222,                0.76446,                0.98045,                0.93394,                0.97082,                0.95482,                0.40935,                0.64464,                0.79559,               0.000595,               0.000595,               0.000595
                     97,                0.19221,                0.14155,                0.76441,                0.98033,                0.93386,                0.97081,                0.95493,                0.40883,                0.64542,                0.79557,               0.000496,               0.000496,               0.000496
                     98,                0.19039,                0.13935,                0.76431,                0.98012,                0.93406,                0.97085,                0.95501,                0.40878,                0.64734,                0.79555,               0.000397,               0.000397,               0.000397
                     99,                0.18849,                0.13813,                0.76473,                0.97983,                0.93445,                0.97091,                0.95514,                0.40881,                0.64942,                0.79564,               0.000298,               0.000298,               0.000298
                    100,                0.18796,                 0.1367,                0.76346,                0.97998,                0.93417,                0.97097,                0.95531,                0.40854,                0.65139,                0.79554,               0.000199,               0.000199,               0.000199
